Price;Beds;Baths;Sq Ft;State;Street;City;Zip;Lot Size;Garage Spots;Walkability
25000.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;Lot 3 Sandidge Hollow Rd; Surgoinsville;TN 37873;;;
25000.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;Lot 1 Sandidge Hollow Rd; Surgoinsville;TN 37873;;;
249900.0;2.0;1.0;1404.0;;1715 Highway 11 N; Social Circle;GA 30025;;;Car-dependent
405900.0;3.0;2.5;2199.0;;967 Park Place St; Social Circle;GA 30025;0.25 acre lot;2 garage spots;
409900.0;3.0;2.5;2199.0;;1007 Towne Cir; Social Circle;GA 30025;0.28 acre lot;2 garage spots;
409900.0;3.0;2.5;2199.0;;690 Park Place Way; Social Circle;GA 30025;9,583 sq ft lot;2 garage spots;
409900.0;3.0;2.5;2199.0;;695 Park Place Way; Social Circle;GA 30025;;;
699000.0;5.0;4.0;3798.0;;115 River Meadow Ln; Social Circle;GA 30025;;;
400390.0;4.0;3.0;2700.0;;345 Orwell Dr; Social Circle;GA 30025;;;
420000.0;3.0;2.0;2559.0;;45 Fiddle Crk; Social Circle;GA 30025;;;
556000.0;3.0;2.0;2352.0;;3121 Cox Cemetery Rd; Social Circle;GA 30025;;;
629900.0;4.0;3.5;2611.0;;1017 Riverstone Dr; Social Circle;GA 30025;;;
405890.0;4.0;3.0;2500.0;;152 Orwell Dr; Social Circle;GA 30025;;;
388690.0;4.0;3.0;2000.0;;163 Orwell Dr; Social Circle;GA 30025;;;
416990.0;4.0;3.0;2700.0;;Harding Plan; Social Circle;GA 30025;;;
383690.0;4.0;2.5;2300.0;;149 Orwell Dr; Social Circle;GA 30025;;;
395690.0;4.0;3.0;2685.0;;358 Orwell Dr; Social Circle;GA 30025;;;
427990.0;4.0;3.5;2860.0;;Mira Plan; Social Circle;GA 30025;;;
445990.0;4.0;3.0;2500.0;;271 Orwell Dr; Social Circle;GA 30025;;;
406990.0;4.0;3.0;2500.0;;Hemingway Plan; Social Circle;GA 30025;;;
389990.0;4.0;2.5;2300.0;;Tucker Front Porch Plan; Social Circle;GA 30025;;;
388590.0;4.0;2.5;2300.0;;371 Orwell Dr; Social Circle;GA 30025;;;
418790.0;4.0;3.0;2550.0;;232 Orwell Dr; Social Circle;GA 30025;;;
411990.0;4.0;3.0;2685.0;;Sinclair Plan; Social Circle;GA 30025;;;
443490.0;4.0;2.5;2300.0;;203 Orwell Dr; Social Circle;GA 30025;;;
409390.0;4.0;3.0;2500.0;;218 Orwell Dr; Social Circle;GA 30025;;;
398490.0;4.0;3.0;2000.0;;204 Orwell Dr; Social Circle;GA 30025;;;
394990.0;4.0;3.0;2000.0;;Shiloh Plan; Social Circle;GA 30025;;;
387190.0;4.0;2.5;2300.0;;258 Orwell Dr; Social Circle;GA 30025;;;
400690.0;4.0;3.0;2500.0;;342 Orwell Dr; Social Circle;GA 30025;;;
471090.0;4.0;3.5;2860.0;;245 Orwell Dr; Social Circle;GA 30025;;;
415490.0;4.0;3.0;2685.0;;190 Orwell Dr; Social Circle;GA 30025;;;
416990.0;4.0;3.0;2550.0;;Adrian Plan; Social Circle;GA 30025;;;
426890.0;4.0;3.5;2860.0;;178 Orwell Dr; Social Circle;GA 30025;;;
415890.0;4.0;3.0;2550.0;;164 Orwell Dr; Social Circle;GA 30025;;;
414190.0;4.0;3.0;2550.0;;330 Orwell Dr; Social Circle;GA 30025;;;
469390.0;4.0;3.0;2550.0;;189 Orwell Dr; Social Circle;GA 30025;;;
376890.0;4.0;2.5;2300.0;;333 Orwell Dr; Social Circle;GA 30025;;;
454490.0;4.0;3.0;2685.0;;257 Orwell Dr; Social Circle;GA 30025;;;
369000.0;4.0;2.0;1680.0;;582 S Cherokee Rd; Social Circle;GA 30025;;;
403290.0;4.0;3.0;2200.0;;246 Orwell Dr; Social Circle;GA 30025;;;
403290.0;4.0;3.0;2200.0;;246 Orwell Dr #98; Social Circle;GA 30025;0.25 acre lot;;
254900.0;2.0;2.0;1056.0;;340 Cedar St; Social Circle;GA 30025;0.38 acre lot;;Car-dependent
184900.0;3.0;2.0;1204.0;;133 Dove Lndg; Social Circle;GA 30025;7,840 sq ft lot;;Car-dependent
400000.0;3.0;2.5;2248.0;;207 Tan Yard Rd; Social Circle;GA 30025;5,662 sq ft lot;2 garage spots;
678000.0;4.0;3.5;2313.75;;220 Nicklaus Cir; Social Circle;GA 30025;2.3 acre lot;2 garage spots;Car-dependent
219900.0;3.0;1.0;2313.75;;391 Oak Dr; Social Circle;GA 30025;;;
849000.0;3.0;2.0;3592.0;;127 Hamby Ln; Social Circle;GA 30025;;;
599900.0;4.0;3.5;3200.0;;159 Forest Ave; Social Circle;GA 30025;;;
399900.0;3.0;2.0;2130.0;;453 Crossroads Dr; Social Circle;GA 30025;;;
365000.0;3.0;2.0;1680.0;;531 Walton Dr; Social Circle;GA 30025;;;
619000.0;3.0;2.5;2313.75;;4585 Parkwood Dr; Social Circle;GA 30025;;;
350000.0;3.0;2.0;1622.0;;127 Holly St; Social Circle;GA 30025;;;
229900.0;3.0;1.0;1490.0;;376 Lakewood Dr; Social Circle;GA 30025;;;
399000.0;4.0;3.5;2835.0;;25 Old Blue Pt; Social Circle;GA 30025;;;
715000.0;7.0;6.5;3829.0;;4180 Mount Paran Dr; Social Circle;GA 30025;;;
355000.0;4.0;4.0;2528.0;;241 E Ash St; Social Circle;GA 30025;;;
619000.0;4.0;2.5;2313.75;;4601 Parkwood Rd; Social Circle;GA 30025;;;
715000.0;4.0;3.5;2800.0;;213 W Hightower Trl; Social Circle;GA 30025;;;
619000.0;4.0;3.5;2313.75;;4619 Parkwood Rd; Social Circle;GA 30025;;;
395900.0;3.0;2.0;2313.75;;711 Park Place Way; Social Circle;GA 30025;;;
579900.0;4.0;3.0;2544.0;;181 Woodfin Way; Social Circle;GA 30025;;;
527900.0;4.0;2.5;2162.0;;85 Woodfin Way; Social Circle;GA 30025;;;
239900.0;3.0;2.0;1204.0;;415 Dove Ln; Social Circle;GA 30025;;;
570000.0;3.0;2.0;2377.0;;3050 Mahlon Smith Rd; Social Circle;GA 30025;;;
499999.0;4.0;3.0;3041.0;;445 Hinton Rd; Social Circle;GA 30025;;;
705000.0;3.0;2.5;2168.0;;1060 River Cove Rd; Social Circle;GA 30025;;;
393590.0;4.0;2.5;2172.0;;359 Orwell Dr; Social Circle;GA 30225;;;
445990.0;4.0;2.5;2500.0;;271 Ormwell Dr; Social Circle;GA 30225;;;
418890.0;4.0;2.5;2685.0;;323 Ormwell Dr; Social Circle;GA 30225;;;
376890.0;4.0;2.5;2300.0;;333 Ormwell Dr; Social Circle;GA 30025;;;
454490.0;4.0;2.5;2860.0;;257 Ormwell Dr; Social Circle;GA 30025;;;
465000.0;4.0;4.5;3226.0;;60 Sweetwater; Social Circle;GA 30025;;;
395000.0;4.0;2.0;1983.0;;1526 N Cherokee Rd N; Social Circle;GA 30025;;;
549900.0;3.0;2.0;1440.0;;2334 Highway 278; Social Circle;GA 30025;;;
401590.0;4.0;2.5;2313.75;;231 Orwell Dr; Social Circle;GA 30025;;;
417990.0;4.0;2.5;2600.0;;217 Orwell Dr; Social Circle;GA 30025;;;
650000.0;5.0;5.0;3810.0;;110 Cove Ln; Social Circle;GA 30025;;;
599900.0;4.0;3.0;3000.0;;55 River Meadow Ln; Social Circle;GA 30025;2.15 acre lot;3 garage spots;
329000.0;4.0;2.0;1696.0;;303 Boxwood St; Social Circle;GA 30025;0.46 acre lot;;Car-dependent
463590.0;4.0;2.5;2685.0;;231 Orwell Dr #46; Social Circle;GA 30025;0.25 acre lot;;
400390.0;4.0;3.0;2685.0;;345 Orwell Dr #52; Social Circle;GA 30025;0.25 acre lot;;
385900.0;3.0;2.0;2153.0;;960 Park Place St; Social Circle;GA 30025;0.25 acre lot;2 garage spots;
385900.0;3.0;2.0;2153.0;;960 Park Place St #120; Social Circle;GA 30025;;;
376890.0;4.0;2.5;2300.0;;333 Orwell Dr #51; Social Circle;GA 30025;;;
393590.0;4.0;3.0;2172.0;;359 Orwell Dr #53; Social Circle;GA 30025;;;
444999.0;6.0;3.0;4130.0;;155 Skyview Dr; Social Circle;GA 30025;;;
324800.0;3.0;2.0;1455.0;;684 N Cherokee Rd N; Social Circle;GA 30025;;;
395900.0;3.0;2.0;2639.0;;The Trenton Plan; Social Circle;GA 30025;;;
399900.0;4.0;4.0;2153.0;;Gilbert Plan; Social Circle;GA 30025;;;
395900.0;4.0;2.0;2028.0;;Marshall Plan; Social Circle;GA 30025;;;
427000.0;5.0;4.5;2232.0;;165 Skyview Dr; Social Circle;GA 30025;;;
395690.0;4.0;3.0;2685.0;;358 Orwell Dr #94; Social Circle;GA 30025;;;
400690.0;4.0;3.0;2500.0;;342 Orwell Dr #95; Social Circle;GA 30025;;;
445990.0;4.0;3.0;2500.0;;271 Orwell Dr #49; Social Circle;GA 30025;;;
481090.0;4.0;3.0;2860.0;;189 Orwell Dr #47; Social Circle;GA 30025;;;
454490.0;4.0;3.5;2860.0;;257 Orwell Dr #48; Social Circle;GA 30025;;;
379900.0;3.0;2.5;2328.0;;320 Crossroads Dr; Social Circle;GA 30025;;;
404900.0;4.0;2.5;2199.0;;Scottsdale Plan; Social Circle;GA 30025;;;
317900.0;4.0;4.5;1804.0;;Brody Plan; Social Circle;GA 30025;;;
400000.0;0.0;2.5625;2313.75;;LOT 2 Social Circle Fairplay Rd; Social Circle;GA 30025;;;
460000.0;0.0;2.5625;2313.75;;LOT 1 Social Circle Fairplay Rd; Social Circle;GA 30025;;;
399000.0;0.0;2.5625;2313.75;;Tr 1 Sandy Ford Rd; Social Circle;GA 30025;;;
399000.0;3.304635761589404;2.5625;2313.75;;TRACT 1 Sandy Ford Rd; Social Circle;GA 30025;;;
960000.0;0.0;2.5625;2313.75;;300 Old Social Circle Rd; Mansfield;GA 30055;;;
65000.0;0.0;2.5625;2313.75;;0 Hancock Dr; Social Circle;GA 30025;;;
65000.0;3.304635761589404;2.5625;2313.75;;0 Hancock Dr; Social Circle;GA 30025;;;
124900.0;3.304635761589404;2.5625;2313.75;;300 River Cove Mdws; Social Circle;GA 30025;;;
809000.0;0.0;2.5625;2313.75;;176 Social Circle Fairplay Rd; Social Circle;GA 30025;;;
329900.0;0.0;2.5625;2313.75;;0 Social Circle Fairplay Rd; Social Circle;GA 30025;;;
30000.0;3.304635761589404;2.5625;2313.75;;0 E Ash St; Social Circle;GA 30025;;;
345000.0;0.0;2.5625;2313.75;;2535 Willow Ln; Social Circle;GA 30025;;;
99000.0;3.304635761589404;2.5625;2313.75;;0 E Hightower Trl Unit TRACT A &B; Social Circle;GA 30025;;;
74900.0;0.0;2.5625;2313.75;;2422 Hancock Dr; Social Circle;GA 30025;;;
124900.0;0.0;2.5625;2313.75;;190 River Cove Mdws; Social Circle;GA 30025;2.95 acre lot;;Car-dependent
390000.0;3.304635761589404;2.5625;2313.75;;1605 Willow Grove Ln; Social Circle;GA 30025;12.5 acre lot;;Car-dependent
93000.0;3.304635761589404;2.5625;2313.75;;100 St Andrew's; Social Circle;GA 30025;1.51 acre lot;;Car-dependent
85000.0;3.304635761589404;2.5625;2313.75;;105 Skyview Dr; Social Circle;GA 30025;2.7 acre lot;;Car-dependent
149500.0;0.0;2.5625;2313.75;;0 Browning Shoals Rd; Social Circle;GA 30025;6.19 acre lot;;Car-dependent
149500.0;3.304635761589404;2.5625;2313.75;;0 Browning Shoals Rd Unit TRACT 1A & 1B; Social Circle;GA 30025;;;
99000.0;0.0;2.5625;2313.75;;0 E Hightower Trl E; Social Circle;GA 30025;;;
389900.0;4.0;3.0;2500.0;;207 Palmer St; St. Clair;MI 48079;0.28 acre lot;2 garage spots;Car-dependent
360000.0;3.0;2.0;1890.0;;1578 River Rd; St. Clair Twp;MI 48079;0.53 acre lot;3 garage spots;Car-dependent
479900.0;3.0;2.5;2300.0;;1 Old Course Rd; St. Clair Twp;MI 48079;0.37 acre lot;3 garage spots;
266900.0;2.0;2.0;1716.0;;1715 N River Rd; St. Clair Twp;MI 48079;;;Car-dependent
266900.0;2.0;2.0;1716.0;;1715 N River Rd #81; Saint Clair;MI 48079-9999;;;Car-dependent
629900.0;4.0;3.5;2900.0;;308 Fairway Ct; St. Clair Twp;MI 48079;;;
629900.0;4.0;3.5;2900.0;;308 Fairway Ct #48; Saint Clair;MI 48079;;;
395000.0;4.0;2.0;2070.0;;1526 S Bartlett Rd; St. Clair Twp;MI 48079;;;
369900.0;3.0;2.0;1526.0;;231 S Carney Dr; St. Clair;MI 48079;;;
379900.0;2.0;2.5;1681.0;;1935 River Rd #31; St. Clair Twp;MI 48079;;;
424900.0;4.0;2.5;1989.0;;1839 Riley Rd; St. Clair;MI 48079;;;
424900.0;4.0;2.5;1989.0;;1839 Riley Rd #47; Saint Clair;MI 48079;;;
225000.0;3.0;2.0;1404.0;;1575 Grandview Ct; St. Clair Twp;MI 48079;;;
329900.0;3.0;1.5;1860.0;;920 Clinton Ave; St. Clair;MI 48079;;;
479900.0;4.0;2.5;2284.0;;2 Carney Rd; St. Clair;MI 48079;;;
404900.0;3.0;2.5;1900.0;;1 Carney Dr; St. Clair;MI 48079;;;
404900.0;4.0;2.5;1989.0;;2 Riley Rd; St. Clair;MI 48079;;;
404900.0;4.0;2.5;1615.0;;1807 Riley Rd; St. Clair;MI 48079;;;
359900.0;3.0;2.0;1379.0;;3 Carney Rd; St. Clair;MI 48079;;;
475000.0;3.0;2.5;2056.0;;1379 S Riverside Ave; St. Clair;MI 48079;;;
285900.0;4.0;1.5;2200.0;;1413 S Riverside Ave; St. Clair;MI 48079;;;
295000.0;2.0;2.0;1597.0;;1015 River Rd N; St. Clair Twp;MI 48079;;;
479900.0;4.0;2.5;2284.0;;2 Carney Rd Lot TBD; Saint Clair;MI 48079;;;
349900.0;4.0;2.5;1912.0;;4705 Christian Cir; Walkertown;NC 27051;1.11 acre lot;;Car-dependent
169900.0;3.0;1.5;1105.0;;948 Sportsmans Dr; Winston-salem;NC 27101;0.8 acre lot;;Car-dependent
335000.0;3.0;2.0;1668.0;;7113 Hunting Brook Ct; Walkertown;NC 27051;0.54 acre lot;;Car-dependent
375000.0;4.0;2.5;2487.0;;5316 Esher Dr; Walkertown;NC 27051;0.36 acre lot;2 garage spots;
178900.0;3.0;1.0;1200.0;;1845 Old Hollow Rd; Walkertown;NC 27051;0.52 acre lot;;Car-dependent
334900.0;3.0;2.5;2297.0;;5252 Esher Dr; Walkertown;NC 27051;;;
285000.0;3.0;2.0;1254.0;;4640 Hanley Park Dr; Walkertown;NC 27051;;;
309000.0;3.0;2.0;1228.0;;4656 Swain Ln; Walkertown;NC 27051;;;
84900.0;2.0;1.0;963.0;;5582 Davis Rd; Walkertown;NC 27051;;;
245000.0;3.0;1.5;1124.0;;930 Sportsmans Dr; Winston-salem;NC 27101;;;
455000.0;4.0;3.0;2477.0;;4506 Armentrout Ct; Walkertown;NC 27051;;;
240000.0;4.0;2.0;1392.0;;1700 Old Hollow Rd; Walkertown;NC 27051;;;
275000.0;3.0;2.0;1302.0;;5425 Davis Rd; Winston-salem;NC 27105;;;
389900.0;3.0;2.5;1640.0;;2961 Martin St; Walkertown;NC 27051;;;
430000.0;4.0;3.0;2580.0;;4555 Armentrout Ct; Walkertown;NC 27051;;;
355000.0;3.0;3.0;2583.0;;4611 Paradise Ln; Winston-salem;NC 27101;;;
499000.0;3.0;1.0;1528.0;;3180 Williston Rd; Walkertown;NC 27051;;;
480000.0;3.0;2.5;2667.0;;3550 Grubbs Rd; Walkertown;NC 27051;;;
695000.0;4.0;3.5;3109.0;;769 Morris Rd; Winston-salem;NC 27101;;;
695000.0;4.0;3.5;3109.0;;757 Morris Rd; Winston-salem;NC 27101;;;
695000.0;4.0;3.5;3109.0;;775 Morris Rd; Winston-salem;NC 27107;;;
84900.0;1.0;1.0;615.0;;1977 Old Hollow Rd; Walkertown;NC 27051;;;
29999.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;4380 Ben Ln; Walkertown;NC 27051;;;
220000.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;205 Horseshoe Bnd; Winston-salem;NC 27101;;;
75000.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;5271 & 5285 Ellworth Ridge Dr; Walkertown;NC 27051;;;
14900.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;4430 Ben Ln; Walkertown;NC 27051;;;
39500.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;212 Horseshoe Bnd; Winston-salem;NC 27101;;;
165000.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;4560 Mecum Rd; Walkertown;NC 27051;;;
35000.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;3745 Pine Hall Rd; Walkertown;NC 27051;;;
24900.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;Lot 54 Williston Rd; Walkertown;NC 27051;;;
24900.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;Lot 53 Williston Rd; Walkertown;NC 27051;;;
30000.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;0 Vista Lindo Ct; Winston-salem;NC 27101;;;
524999.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;00 Davis St; Walkertown;NC 27051;;;
19900.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;4873/4871/4869 Oak Branch Ln; Walkertown;NC 27051;;;
6800.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;4451/4471 Effie Ln; Walkertown;NC 27051;;;
119000.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;0 Cain Forest Dr; Walkertown;NC 27051;;;
88900.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;7020 Cain Forest Ct; Walkertown;NC 27051;;;
8500.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;8002 Cain Wood Ct; Walkertown;NC 27051;;;
22000.0;3.1390134529147984;2.201793721973094;1988.5610859728504;;1952 Old Hollow Rd; Walkertown;NC 27051;0.46 acre lot;;Car-dependent
499000.0;3.0;2.0;1639.0;;2 Tylers Way; Swanton;VT 05488;;2 garage spots;Car-dependent
415000.0;2.0;2.0;1455.0;;81 Firefly Ln; St. Albans Town;VT 05478;1.18 acre lot;;Car-dependent
420000.0;3.0;2.5;1944.0;;98 Spring St; Swanton;VT 05488;0.41 acre lot;2 garage spots;Car-dependent
715000.0;3.0;2.5;2087.0;;7 Baileys Run Lot 7; St. Albans Town;VT 05478;1.02 acre lot;2 garage spots;
479000.0;3.0;2.0;1435.0;;41 Bushey Rd; Swanton;VT 05488;1.15 acre lot;2 garage spots;
424000.0;3.0;2.5;2192.0;;15A Linda Ave; Swanton;VT 05488;;;
535000.0;2.0;2.0;1152.0;;194 Lakewood Dr; Swanton;VT 05488;;;
338000.0;3.0;1.5;1982.0;;9 Farrar St; Swanton;VT 05488;;;
217000.0;2.0;1.0;1032.0;;44 Greenwich St; Swanton;VT 05488;;;
595000.0;3.0;2.0;1824.0;;5 Begnoche Dr #3; Swanton;VT 05488;;;
685000.0;3.0;2.5;3685.0;;97 Heritage Ln; Highgate;VT 05459;;;
187000.0;3.568681318681319;2.666208791208791;2516.153631284916;;2 Jewett St; Swanton;VT 05488;;;
179000.0;3.568681318681319;2.666208791208791;2516.153631284916;;3 Pine St; Swanton;VT 05448-8;;;
135000.0;3.568681318681319;2.666208791208791;2516.153631284916;;96 Ellsworth Dr; Swanton;VT 05488;;;
485000.0;3.568681318681319;2.666208791208791;2516.153631284916;;00 Missisquoi St; Swanton;VT 05488;;;
79000.0;3.568681318681319;2.666208791208791;2516.153631284916;;26 South Woods Way Lot 26; Swanton;VT 05488;;;
295000.0;3.568681318681319;2.666208791208791;2516.153631284916;;100 Lavoie Ave; Swanton;VT 05488;;;
145000.0;3.568681318681319;2.666208791208791;2516.153631284916;;23 South Woods Way Lot 23; Swanton;VT 05488;;;
509000.0;3.0;2.5;2196.0;;1940 Sheldon Rd; Swanton;VT 05488;;2 garage spots;
292900.0;2.0;2.5;1452.0;;14 Howard Ests #14; St. Albans City;VT 05478;6,969 sq ft lot;;
299000.0;3.0;1.5;1096.0;;12 Spruce St; St. Albans City;VT 05478;5,662 sq ft lot;;Very walkable
146000.0;2.0;2.0;1008.0;;47 Nason St #13; St. Albans City;VT 05478;;;Car-dependent
462900.0;3.0;1.0;1668.0;;187 Pearl St; St. Albans Town;VT 05478;1.42 acre lot;;Car-dependent
675000.0;4.0;3.5;3462.0;;55 Over Lake Ct; St. Albans Town;VT 05478;0.43 acre lot;4 garage spots;Car-dependent
749000.0;3.0;2.5;2742.0;;223 Hiram Dr; Fairfield;VT 05455;;;
338999.0;2.0;2.0;1280.0;;74 Village Ct #11; Cleveland;GA 30528;;;
399900.0;3.0;2.5;1643.0;;498 Fairfax St #101; St. Albans City;VT 05478;;;
419900.0;3.0;3.0;1643.0;;498 Fairfax St #102; St. Albans City;VT 05478;;;
389000.0;4.0;2.0;1512.0;;2677 French Hill Rd; St. Albans Town;VT 05478;;;
410000.0;3.0;2.0;1900.0;;59 Pinewood Dr; St. Albans City;VT 05478;;;
175000.0;2.0;1.0;808.0;;22 Lower Welden St Unit A; St. Albans City;VT 05478;;;
515000.0;3.0;2.5;1937.0;;1544 Mill River Rd; Georgia;VT 05478;;;
375000.0;4.0;1.0;1904.0;;423 E Alburgh Rd; Alburgh;VT 05440;;;
499900.0;3.0;3.0;1752.0;;824 Harbor View Dr Unit 9A; St. Albans Town;VT 05478;;;
430000.0;3.568681318681319;2.666208791208791;2516.153631284916;;980 Alburg Springs Rd Unit 1 and 2; Alburgh;VT 05440;;;
462900.0;3.568681318681319;2.666208791208791;2516.153631284916;;189 Pearl St; St. Albans City;VT 05478;;;
129900.0;3.568681318681319;2.666208791208791;2516.153631284916;;143 B Congress St; St. Albans City;VT 05478;;;
99500.0;4.0;1.0;1450.0;;1854 E County Road 800 N; Springport;IN 47386;2.52 acre lot;2 garage spots;Car-dependent
260000.0;3.0;1.5;1344.0;;1595 W County Road 950 N; Springport;IN 47386;;3 garage spots;Car-dependent
199999.0;3.0;1.5;2496.0;;99 E Sycamore Dr; Springport;IN 47386;0.62 acre lot;;Car-dependent
199900.0;3.0;3.0;2500.0;;310 W Main St; Springport;IN 47386;0.25 acre lot;;Car-dependent
224900.0;3.0;2.5;2464.0;;9940 N Ammerman Dr; Springport;IN 47386;0.69 acre lot;2 garage spots;Car-dependent
535000.0;4.0;2.5;2255.0;;797 S Greenway Dr; Springville;UT 84663;2,178 sq ft lot;2 garage spots;
509990.0;4.0;3.5;2827.0;;58 S Lunar Way; Mapleton;UT 84664;1,306 sq ft lot;2 garage spots;
285000.0;3.0;2.0;1070.0;;1219 S 1850 W #223; Springville;UT 84663;1,306 sq ft lot;;Car-dependent
560000.0;3.0;2.5;1928.0;;703 W 950 S; Springville;UT 84663;6,969 sq ft lot;2 garage spots;Car-dependent
600000.0;4.0;2.5;2001.0;;698 S 525 W; Springville;UT 84663;;;
499000.0;3.0;2.0;1558.0;;386 N 650 W; Springville;UT 84663;;;
500000.0;6.0;3.0;2020.0;;798 N 250 W; Springville;UT 84663;;;
479000.0;5.0;2.0;1868.0;;655 S 200 E; Springville;UT 84663;;;
335000.0;3.0;2.0;1292.0;;2447 W 500 S #4; Springville;UT 84663;;;
479900.0;3.0;3.0;1753.0;;291 E Sweetwater Dr; Springville;UT 84663;;;
500000.0;5.0;3.0;2594.0;;1364 S Avalon Dr; Springville;UT 84663;;;
430000.0;3.0;2.0;1707.0;;117 N 100 W Unit A-B; Springville;UT 84663;;;
670000.0;4.0;3.5;2808.0;;804 W 900 S; Springville;UT 84663;;;
490000.0;4.0;3.5;2136.0;;831 S Greenway Dr; Springville;UT 84663;;;
525000.0;3.0;2.0;1872.0;;686 E Cutler Ave. Ave; Springville;UT 84663;;;
560000.0;3.0;2.0;2046.0;;486 N 950 W; Springville;UT 84663;;;
505000.0;3.0;2.5;1968.0;;751 S Harrison Dr #28; Springville;UT 84663;;;
505000.0;3.0;2.5;1968.0;;747 S Harrison Dr #27; Springville;UT 84663;;;
530000.0;4.0;2.5;1675.0;;317 N 1325 W; Springville;UT 84663;;;
680000.0;4.0;3.5;4160.0;;957 S 2350 E; Springville;UT 84663;;;
390000.0;2.0;2.0;977.0;;330 W 100 S; Springville;UT 84663;;;
550000.0;4.0;2.5;3174.0;;245 E 400 S; Springville;UT 84663;;;
494900.0;2.0;2.0;1618.0;;544 W 300 S Unit B; Springville;UT 84663;;;
399900.0;3.0;3.0;2264.0;;332 S Brookcourt; Springville;UT 84663;;;
112000.0;2.0;1.0;924.0;;1010 S 400 St E #7; Springville;UT 84663;;;
499900.0;4.0;2.5;1735.0;;1241 W 1300 S; Springville;UT 84663;;;
419900.0;3.0;2.0;1440.0;;115 N 750 E; Springville;UT 84663;;;
989000.0;5.0;3.5;4343.0;;572 S Chamberlain St; Mapleton;UT 84664;;;
334900.0;3.0;2.0;1340.0;;224 S 550 W Unit B-2; Springville;UT 84663;;;
514990.0;5.0;3.5;2615.0;;66 S Lunar Way; Mapleton;UT 84664;;;
470000.0;2.0;2.0;1567.0;;481 W 350 S Unit C; Springville;UT 84663;;;
439900.0;4.0;2.5;1839.0;;506 N 1400 W Lot 24; Springville;UT 84663;;;
466900.0;2.0;2.0;1600.0;;506 W 300 S Unit B; Springville;UT 84663;;;
462000.0;3.0;2.5;1559.0;;1486 S Archmore Loop; Springville;UT 84663;;;
439900.0;3.0;2.0;1250.0;;1338 S Glenbarr W; Springville;UT 84663;;;
285000.0;3.0;2.0;1071.0;;1829 W 1120 S #128; Springville;UT 84663;;;
579999.0;5.0;3.0;2774.0;;1670 N 1650 W; Mapleton;UT 84664;0.33 acre lot;2 garage spots;Car-dependent
459000.0;3.0;1.5;1756.0;;686 S 800 E; Springville;UT 84663;9,147 sq ft lot;2 garage spots;Car-dependent
529999.0;4.0;2.0;2040.0;;328 E 200 N; Springville;UT 84663;0.25 acre lot;;Somewhat walkable
639900.0;3.0;2.5;3202.0;;135 S Starlight Ln W #302; Mapleton;UT 84664;6,969 sq ft lot;2 garage spots;
307000.0;3.0;2.0;1252.0;;2530 W 450 S #4; Springville;UT 84663;1,306 sq ft lot;;
439900.0;4.0;2.5;1839.0;;494 N 1400 W Lot 23; Springville;UT 84663;;;
609000.0;4.0;2.5;2320.0;;621 W 950 S; Springville;UT 84663;;;
467000.0;4.0;2.5;1601.0;;727 S Harrison Dr W #31; Springville;UT 84663;;;
269500.0;2.0;1.0;950.0;;572 S 100 W Unit E110; Springville;UT 84663;;;
894900.0;4.0;3.5;3846.0;;2585 W Aurora Ave #296; Mapleton;UT 84664;;;
475000.0;3.0;3.0;2132.0;;700 S 800 E; Springville;UT 84663;;;
439900.0;4.0;2.5;1839.0;;482 N 1400 W Lot 22; Springville;UT 84663;;;
449900.0;4.0;2.5;1839.0;;462 N 1400 W Lot 21; Springville;UT 84663;;;
273900.0;2.0;1.0;904.0;;618 S 100 W #301; Springville;UT 84663;;;
590000.0;2.0;2.0;1753.0;;531 N Legend Way #446; Mapleton;UT 84664;;;
74900.0;3.0;2.0;1056.0;;850 N Main St #27; Springville;UT 84663;;;
1079000.0;5.0;3.5;4212.0;;251 S Doubleday St W; Mapleton;UT 84664;;;
464900.0;4.0;2.5;1588.0;;1431 W 500 N Lot 18; Springville;UT 84663;;;
464900.0;4.0;2.5;1588.0;;1447 W 500 N Lot 17; Springville;UT 84663;;;
469990.0;3.0;3.5;2319.0;;26 S Starlight Ln; Mapleton;UT 84664;;;
399999.0;3.0;1.0;1202.0;;68 N 300 W; Springville;UT 84663;;;
656990.0;4.0;2.5;3275.0;;432 N Haven Dr #265; Mapleton;UT 84664;;;
64900.0;2.0;2.0;980.0;;850 N Main St #20; Springville;UT 84663;;;
